g1_id,g2_id,g3_id,race,sex,g1_educ,g2_educ,g3_educ,g1_log_income,g2_log_income,g3_log_income
207,335,611,White,Female,High school,High school,College,11.930079629958554,12.059215720304573,12.288884948373823
208,336,612,White,Male,Less than high school,High school,High school,11.362519370610185,11.270534924989377,11.425903071215243
208,337,613,White,Male,Less than high school,High school,High school,11.362519370610185,11.539527513786979,11.523302035889586
208,337,614,White,Female,Less than high school,High school,High school,11.362519370610185,11.539527513786979,10.547685164251872
210,340,620,Black,Male,Less than high school,Less than high school,Less than high school,10.936629501525728,9.256659880189302,9.281278870996703
210,341,621,Black,Male,Less than high school,Less than high school,High school,10.936629501525728,8.95272199124618,10.034917402697372
210,343,624,Black,Female,Less than high school,Less than high school,Some college,10.936629501525728,8.744756075672184,10.815194699775853
210,343,625,Black,Female,Less than high school,Less than high school,Less than high school,10.936629501525728,8.744756075672184,10.637824466606725
211,344,627,White,Male,Some college,College,College,12.58715177424299,12.017148105704258,12.396972215117263
211,344,628,White,Male,Some college,College,College,12.58715177424299,12.017148105704258,11.581600148538808
211,345,629,White,Female,Some college,College,College,12.58715177424299,12.101468782464805,11.312867073222181
212,346,630,White,Male,High school,College,College,12.574408252597555,12.017148105704258,12.396972215117263
212,346,631,White,Male,High school,College,College,12.574408252597555,12.017148105704258,11.581600148538808
213,348,633,White,Female,Less than high school,College,College,11.963553426157613,12.45430805930063,11.082729544725956
213,348,634,White,Female,Less than high school,College,College,11.963553426157613,12.45430805930063,11.779378983794674
213,349,636,White,Female,Less than high school,Some college,Some college,11.963553426157613,11.370514496000938,11.576776480567128
214,350,640,White,Female,Some college,College,College,11.85813985002022,12.45430805930063,11.779378983794674
214,350,641,White,Male,Some college,College,College,11.85813985002022,12.45430805930063,11.998302734020067
214,351,643,White,Female,Some college,Some college,Some college,11.85813985002022,11.370514496000938,11.607136837726392
214,351,644,White,Male,Some college,Some college,High school,11.85813985002022,11.370514496000938,11.67781856007933
215,352,646,White,Male,Some college,High school,College,11.728072673860165,11.369713804001965,11.233956563518264
215,353,647,White,Male,Some college,Some college,College,11.728072673860165,11.420391689401594,12.135311099826996
216,354,649,White,Male,High school,High school,College,11.786946584195244,11.369713804001965,11.233956563518264
216,355,650,White,Male,High school,Some college,College,11.786946584195244,11.420391689401594,12.135311099826996
217,356,651,Other,Female,Less than high school,High school,College,10.966347029798108,11.075294539316866,11.223343128140307
217,356,652,Other,Male,Less than high school,High school,College,10.966347029798108,11.075294539316866,11.598736689106785
217,356,653,Other,Female,Less than high school,High school,College,10.966347029798108,11.075294539316866,9.53632462274461
219,358,655,White,Male,Less than high school,High school,Some college,11.54171348646706,11.795120793989124,12.290338895752939
220,359,656,White,Female,Some college,Some college,Some college,11.344084966050287,11.651121994526095,11.230863194154322
221,360,657,White,Female,High school,Some college,Some college,11.811261343327848,11.651121994526095,11.230863194154322
222,361,658,White,Male,Some college,High school,High school,11.77169909449939,11.030248820921594,11.061852950565902
222,361,659,White,Female,Some college,High school,College,11.77169909449939,11.030248820921594,11.740789273780749
223,362,660,White,Male,High school,High school,High school,11.77169909449939,11.030248820921594,11.061852950565902
224,363,662,White,Male,High school,College,Some college,11.696871270157278,11.56888362535715,10.914074621584565
224,363,663,White,Female,High school,College,College,11.696871270157278,11.56888362535715,11.819646474696354
225,364,664,White,Male,High school,Some college,High school,11.874355629371658,11.921246490354147,9.397147990973162
226,365,665,White,Male,College,Some college,High school,11.909863889178789,11.921246490354147,9.397147990973162
229,368,668,White,Female,Less than high school,College,College,10.444151237709095,11.713184185954507,12.04767634380376
230,369,671,White,Male,High school,Some college,College,11.692910975012763,11.306143987821132,10.895202468063674
230,370,673,White,Female,High school,Some college,College,11.692910975012763,11.333538046486224,11.629065088614043
231,372,679,White,Female,High school,Some college,College,11.698351434919488,11.333538046486224,10.997543679066155
232,373,681,White,Male,High school,Some college,College,11.273319269571521,10.890234026341398,11.420573954257753
232,373,682,White,Female,High school,Some college,College,11.273319269571521,10.890234026341398,11.21462465068799
233,374,683,White,Male,Some college,Some college,College,11.317693174533769,10.890234026341398,11.734412965536405
233,374,684,White,Male,Some college,Some college,College,11.317693174533769,10.890234026341398,11.420573954257753
234,376,689,White,Female,High school,Some college,Some college,11.55612987568408,10.971857309379782,11.621332685776249
235,378,692,White,Female,High school,Some college,Some college,11.722627518536147,10.971857309379782,11.731902577852777
236,380,696,White,Male,College,Some college,College,11.75494065731482,11.543352493365589,10.56944324527766
236,381,698,White,Male,College,Some college,College,11.75494065731482,11.924187634509147,12.360908640102773
237,382,699,Other,Female,High school,College,College,11.224232720101192,11.09409217850659,11.747442110731598
237,383,700,Other,Female,High school,High school,Some college,11.224232720101192,11.205529193087044,11.432645318387054
237,383,701,Other,Female,High school,High school,Less than high school,11.224232720101192,11.205529193087044,10.883780766363026
238,385,703,White,Female,High school,High school,Some college,11.39248417833985,11.205529193087044,11.432645318387054
239,386,705,White,Female,Less than high school,High school,High school,11.112881050510657,10.924910783666663,12.223426254774651
240,387,709,White,Female,High school,College,College,11.778357325265178,12.589550922844738,12.747877963942877
240,387,710,White,Male,High school,College,College,11.778357325265178,12.589550922844738,12.247447855511954
241,388,712,White,Male,High school,College,College,11.778357325265178,12.589550922844738,12.247447855511954
243,390,715,White,Female,Less than high school,Some college,High school,10.699208317532914,11.182502769780642,9.339179258928217
243,391,716,White,Female,Less than high school,High school,High school,10.699208317532914,11.06083574098533,10.007704688334872
244,392,718,White,Female,High school,Some college,High school,10.760119358624666,11.182502769780642,9.339179258928217
244,393,720,White,Male,High school,High school,High school,10.760119358624666,11.06083574098533,9.775705412528033
245,394,721,White,Female,High school,High school,High school,11.187465300266286,11.06083574098533,10.007704688334872
246,395,724,White,Male,College,College,College,11.488231690702536,12.665432425069204,12.317385290809392
247,396,725,White,Female,Less than high school,High school,Some college,11.33330406386048,10.974631276969092,11.813534935588335
251,400,729,White,Male,Less than high school,College,College,11.499117522302694,12.121429774818166,11.259239790810394
252,401,730,White,Male,Less than high school,College,College,10.387744488262257,12.121429774818166,11.259239790810394
255,404,735,Black,Male,High school,High school,College,10.411681935278796,10.462790969880045,10.991433363086687
255,404,736,Black,Female,High school,High school,High school,10.411681935278796,10.462790969880045,11.518665066368477
256,405,738,White,Male,College,College,College,12.14250277126128,12.019179755889594,12.496290737831051
257,408,742,White,Female,Less than high school,College,College,12.146141713133945,12.019179755889594,11.519056524319117
257,409,744,White,Male,Less than high school,Some college,College,12.146141713133945,12.454460127415045,11.596665537859097
257,410,746,White,Male,Less than high school,College,Less than high school,12.146141713133945,12.309064744482408,11.102752548202231
258,411,747,White,Female,College,Some college,College,12.154361976119288,12.033384272650968,11.534008567083529
258,411,748,White,Female,College,Some college,Some college,12.154361976119288,12.033384272650968,11.539529909287083
258,411,749,White,Female,College,Some college,High school,12.154361976119288,12.033384272650968,11.15679690277853
259,412,751,White,Female,Some college,Some college,Some college,12.154361976119288,12.033384272650968,11.539529909287083
260,413,753,White,Male,Less than high school,Some college,College,11.962552549761579,11.815836794972775,11.050121831491026
262,416,756,White,Male,Less than high school,Less than high school,Some college,11.356830714309961,11.602182530984148,10.646618368880752
262,416,757,White,Female,Less than high school,Less than high school,Some college,11.356830714309961,11.602182530984148,11.63335929608824
262,416,758,White,Male,Less than high school,Less than high school,High school,11.356830714309961,11.602182530984148,10.680374805984941
263,418,761,White,Female,Less than high school,Less than high school,Some college,11.258727138834734,11.602182530984148,11.63335929608824
263,418,762,White,Male,Less than high school,Less than high school,High school,11.258727138834734,11.602182530984148,10.680374805984941
264,419,763,Black,Female,Less than high school,High school,Some college,9.668498369432074,10.309255802786161,11.343086990412875
265,420,767,White,Female,Some college,High school,High school,11.410753135498043,11.423013194987613,11.84105546220856
267,422,769,White,Male,Some college,Some college,Some college,11.96888785090679,10.55195563483195,11.895755970999513
268,424,773,White,Male,Less than high school,Less than high school,Less than high school,10.408777847194612,10.331014955570204,10.8296319379439
268,425,774,White,Female,Less than high school,Less than high school,High school,10.408777847194612,11.058506005033065,10.081515400294851
269,426,775,White,Female,Less than high school,Less than high school,Some college,10.360974555982667,10.331014955570204,11.074386796668852
269,426,776,White,Male,Less than high school,Less than high school,Less than high school,10.360974555982667,10.331014955570204,10.8296319379439
269,428,780,White,Female,Less than high school,Less than high school,Less than high school,10.360974555982667,10.66900287777182,10.120925917197713
270,430,784,White,Female,Less than high school,Less than high school,Some college,9.964870173786922,11.218373773017957,11.370349544181897
270,430,785,White,Female,Less than high school,Less than high school,Some college,9.964870173786922,11.218373773017957,10.66485118824757
270,430,786,White,Female,Less than high school,Less than high school,High school,9.964870173786922,11.218373773017957,12.334379428619409
270,430,787,White,Male,Less than high school,Less than high school,Less than high school,9.964870173786922,11.218373773017957,11.360368957249072
271,431,789,White,Female,Less than high school,Less than high school,Some college,10.334580259431831,11.218373773017957,10.66485118824757
271,431,791,White,Male,Less than high school,Less than high school,Less than high school,10.334580259431831,11.218373773017957,11.360368957249072
273,433,793,Other,Male,Less than high school,Some college,College,11.514254559367634,11.720112445793827,11.022470300160517
274,434,795,White,Male,Less than high school,Less than high school,High school,10.560361690069161,11.03247754325683,11.217152654059724
274,434,796,White,Male,Less than high school,Less than high school,Some college,10.560361690069161,11.03247754325683,10.37499315643376
275,436,799,White,Male,Less than high school,Less than high school,High school,10.565551738097225,11.03247754325683,11.217152654059724
275,436,800,White,Male,Less than high school,Less than high school,Some college,10.565551738097225,11.03247754325683,10.37499315643376
278,440,804,White,Female,High school,High school,College,11.321702477797215,11.82329559955542,11.637908496393147
280,442,807,White,Female,College,Some college,College,11.636751824868929,11.603078893271086,12.331055676953092
281,443,808,Other,Female,Less than high school,Some college,College,11.643039243565733,11.603078893271086,12.365633348655273
281,443,809,Other,Female,Less than high school,Some college,College,11.643039243565733,11.603078893271086,12.331055676953092
283,445,813,White,Male,High school,High school,High school,11.373091493415037,11.705965888016301,11.477523270734016
284,446,814,White,Female,High school,College,College,11.744209557732004,11.374554537766096,11.824465741608272
284,446,815,White,Male,High school,College,High school,11.744209557732004,11.374554537766096,11.478320336533807
285,448,817,White,Female,High school,College,College,11.86957242333592,11.374554537766096,11.824465741608272
286,450,820,White,Female,Some college,Some college,College,11.35966458231563,11.887629792382931,11.732299980680398
287,452,822,White,Female,High school,Some college,College,11.53724823889829,11.887629792382931,11.732299980680398
288,454,824,White,Female,High school,High school,College,11.592616278700056,11.796698094445585,11.428276693113967
288,454,825,White,Male,High school,High school,Some college,11.592616278700056,11.796698094445585,11.710689475024155
289,455,826,White,Female,High school,High school,College,11.76179650583775,11.796698094445585,11.428276693113967
289,455,827,White,Male,High school,High school,Some college,11.76179650583775,11.796698094445585,11.710689475024155
290,456,829,White,Male,Some college,College,College,12.022388172144463,11.711530837369464,11.497135942512063
291,457,831,White,Male,High school,College,College,12.022388172144463,11.711530837369464,11.497135942512063
294,460,834,White,Male,Less than high school,High school,High school,10.420099658067395,10.462053723636435,10.559018288105579
295,462,837,White,Male,Less than high school,High school,High school,10.376542505982792,10.462053723636435,10.559018288105579
295,463,838,White,Male,Less than high school,Less than high school,Some college,10.376542505982792,10.679544126521021,11.068880361838577
296,464,840,White,Male,Less than high school,Less than high school,Some college,10.37865142184048,11.50945349691856,11.536988676429829
298,467,844,White,Female,Less than high school,High school,College,11.209126243183643,11.553794558568487,11.659644545836585
299,468,845,White,Female,Less than high school,Some college,College,11.22345399042457,11.862926131208019,11.553753237875789
299,468,846,White,Male,Less than high school,Some college,Some college,11.22345399042457,11.862926131208019,10.686994549850574
300,469,847,White,Female,High school,Some college,College,11.143589971974956,11.862926131208019,11.553753237875789
302,472,854,Other,Male,High school,Less than high school,High school,11.734095835593374,11.441401551818844,11.357547859184747
302,472,855,Other,Male,High school,Less than high school,High school,11.734095835593374,11.441401551818844,9.802412138100973
303,474,858,White,Male,Less than high school,Less than high school,College,11.764582717620154,12.306277626682013,12.147720413993778
303,475,861,White,Male,Less than high school,Less than high school,High school,11.764582717620154,11.441401551818844,9.802412138100973
303,476,863,White,Male,Less than high school,High school,High school,11.764582717620154,11.063718741467884,11.545372243471546
304,477,866,White,Male,High school,Some college,College,11.674894798306305,11.709753721990815,11.338364326712503
305,478,868,White,Female,High school,Some college,Some college,11.68642698962848,11.709753721990815,9.566015886668877
306,479,870,White,Male,High school,College,High school,11.644384781405266,11.586663051036743,10.352424873410467
308,481,873,White,Male,High school,Some college,Some college,11.476670020261052,11.56929675160941,12.268966710047565
309,482,874,White,Female,High school,Some college,College,11.266640661943534,11.56929675160941,11.993554372990122
309,482,875,White,Male,High school,Some college,Some college,11.266640661943534,11.56929675160941,12.268966710047565
310,483,876,White,Female,High school,College,High school,11.309485612283945,11.656456820366698,11.806924682696208
310,484,878,White,Male,High school,College,College,11.309485612283945,11.482308636569895,11.674570315413334
310,484,879,White,Female,High school,College,College,11.309485612283945,11.482308636569895,11.36190941533542
310,486,882,White,Male,High school,Some college,College,11.309485612283945,11.64526788545925,12.883919312194053
310,486,883,White,Male,High school,Some college,College,11.309485612283945,11.64526788545925,12.740844331734609
310,486,884,White,Female,High school,Some college,College,11.309485612283945,11.64526788545925,11.7852626363833
311,488,886,White,Female,High school,College,High school,11.314890793636831,11.656456820366698,11.806924682696208
311,489,889,White,Female,High school,College,College,11.314890793636831,11.482308636569895,11.36190941533542
311,491,893,White,Male,High school,Some college,College,11.314890793636831,11.64526788545925,12.740844331734609
311,492,895,White,Male,High school,College,College,11.314890793636831,11.809935022812072,12.105383679285522
312,493,896,White,Female,Less than high school,High school,Some college,11.421931619022184,11.372226689422714,12.230795920411282
313,495,899,White,Female,Less than high school,High school,Some college,11.5354746214921,11.372226689422714,12.230795920411282
313,496,901,White,Male,Less than high school,High school,Some college,11.5354746214921,10.95067210602821,10.920220206917083
314,497,903,White,Female,Less than high school,High school,Less than high school,11.129815144674904,10.850873917512551,9.546922256222349
317,500,907,White,Male,Less than high school,High school,College,11.331801061824484,11.649743433679298,11.171732942959931
318,502,909,White,Male,Less than high school,High school,College,11.360579172830581,11.649743433679298,11.171732942959931
320,504,911,White,Female,High school,Some college,College,11.66471762342417,11.644276673366916,12.477922309201354
321,505,912,White,Male,Less than high school,High school,High school,11.302331527722895,11.366468648387226,11.715396519798473
322,508,917,White,Female,High school,High school,College,11.606424634896221,11.67876327414275,11.347795848235117
324,512,925,White,Female,Less than high school,High school,College,11.81620430919343,11.968778230652335,12.80899389759672
324,513,927,White,Male,Less than high school,High school,Some college,11.81620430919343,12.055834975634868,11.890803988258163
330,522,939,White,Male,Less than high school,College,College,11.807842935577952,11.554146792555148,11.900124544982647
331,523,942,White,Female,High school,College,College,11.418493773615994,12.133576343930887,12.005633276518463
333,525,946,White,Female,Less than high school,Some college,College,10.956645096812734,11.29484229938618,10.502934564232703
333,525,947,White,Male,Less than high school,Some college,Some college,10.956645096812734,11.29484229938618,11.610048348265847
333,526,949,White,Female,Less than high school,High school,College,10.956645096812734,11.713156561330566,12.480717321075502
333,526,950,White,Male,Less than high school,High school,College,10.956645096812734,11.713156561330566,12.582089482249133
333,526,951,White,Male,Less than high school,High school,College,10.956645096812734,11.713156561330566,9.330260101442553
333,527,953,White,Male,Less than high school,High school,College,10.956645096812734,11.050652586336588,11.256574128346488
334,528,954,White,Female,High school,High school,Some college,11.519750421950675,11.532779702488467,11.456505321569688
335,529,959,White,Female,High school,College,College,11.683891262414901,12.317707041304377,11.043460158667617
336,532,962,White,Male,High school,College,College,11.646885216168185,12.317707041304377,12.053695034842574
336,532,963,White,Female,High school,College,College,11.646885216168185,12.317707041304377,11.910859070578429
336,534,966,White,Male,High school,College,College,11.646885216168185,12.110318041006712,11.426064500332869
337,535,968,White,Female,Less than high school,High school,High school,11.211558442173635,11.535242303135403,11.351834037150953
338,536,970,White,Male,High school,High school,High school,11.222427314882818,11.535242303135403,11.94087546197322
338,536,971,White,Female,High school,High school,High school,11.222427314882818,11.535242303135403,11.351834037150953
338,536,972,White,Male,High school,High school,Less than high school,11.222427314882818,11.535242303135403,11.666330872284036
339,537,973,White,Female,Less than high school,Some college,High school,10.555259883216145,10.990747106781036,12.222842626940478
339,537,974,White,Male,Less than high school,Some college,High school,10.555259883216145,10.990747106781036,11.359001526867116
339,537,975,White,Female,Less than high school,Some college,Some college,10.555259883216145,10.990747106781036,11.457981056651796
340,538,976,White,Female,Less than high school,College,College,11.577614708628017,11.405288715585211,12.81043874856808
340,538,977,White,Female,Less than high school,College,College,11.577614708628017,11.405288715585211,11.762216268404115
340,539,978,White,Female,Less than high school,College,College,11.577614708628017,12.046741121476295,11.17658835791129
340,539,980,White,Female,Less than high school,College,College,11.577614708628017,12.046741121476295,11.485275577782662
340,540,981,White,Male,Less than high school,Some college,Some college,11.577614708628017,11.744022818801323,11.987700253590406
342,543,986,White,Female,College,College,College,12.527855146545617,12.492094125867272,12.270861560715593
343,546,991,White,Female,High school,Some college,College,11.91382422290404,12.819560187618261,12.190726742116286
344,547,993,White,Male,High school,Some college,High school,11.861537536907614,11.585995514078881,13.007057164710108
345,549,995,White,Male,Less than high school,Some college,Some college,11.07976367319139,11.424326542471224,10.67709409103482
345,550,997,White,Male,Less than high school,Some college,Less than high school,11.07976367319139,11.47005258642513,10.772609878597184
345,550,998,White,Male,Less than high school,Some college,Some college,11.07976367319139,11.47005258642513,11.960211558632633
347,552,1001,White,Male,High school,Some college,Some college,10.721583237834691,12.487720195085625,11.524218239116026
348,553,1003,White,Male,High school,Some college,Some college,10.721583237834691,12.487720195085625,11.524218239116026
348,553,1004,White,Female,High school,Some college,College,10.721583237834691,12.487720195085625,11.520296651389303
350,556,1009,White,Female,College,High school,High school,12.407797013816085,11.30074672212469,11.542838545641928
351,558,1013,White,Female,High school,High school,College,11.526011613372702,11.81612871454929,12.048977863783168
351,558,1014,White,Female,High school,High school,College,11.526011613372702,11.81612871454929,12.353438537159157
352,559,1015,White,Female,High school,College,College,11.698185186158577,11.832508821235924,11.658928479565914
352,559,1017,White,Male,High school,College,College,11.698185186158577,11.832508821235924,11.34793423659648
352,560,1019,White,Male,High school,College,College,11.698185186158577,12.304179785843253,11.858333723106728
352,561,1020,White,Female,High school,College,College,11.698185186158577,11.626011135685783,12.275989456793905
353,562,1021,White,Female,High school,College,College,11.665728803486777,11.832508821235924,11.658928479565914
353,562,1022,White,Female,High school,College,High school,11.665728803486777,11.832508821235924,12.270732650462218
353,562,1023,White,Male,High school,College,College,11.665728803486777,11.832508821235924,11.34793423659648
353,563,1024,White,Male,High school,College,College,11.665728803486777,12.304179785843253,12.257809509242021
353,563,1025,White,Male,High school,College,College,11.665728803486777,12.304179785843253,11.858333723106728
358,569,1032,White,Female,Less than high school,Less than high school,High school,11.12633501348381,11.144362479653351,10.865851279540083
358,569,1033,White,Male,Less than high school,Less than high school,Some college,11.12633501348381,11.144362479653351,12.033166558283806
358,570,1035,White,Female,Less than high school,Some college,Some college,11.12633501348381,11.579987884559927,12.339508483270897
358,571,1037,White,Female,Less than high school,High school,College,11.12633501348381,11.434321534187252,11.84148054305392
358,571,1039,White,Female,Less than high school,High school,Less than high school,11.12633501348381,11.434321534187252,11.360167875125567
358,572,1040,White,Male,Less than high school,High school,Some college,11.12633501348381,11.955036688542554,11.854003349872121
358,572,1041,White,Female,Less than high school,High school,College,11.12633501348381,11.955036688542554,11.044248710263615
358,572,1042,White,Male,Less than high school,High school,Some college,11.12633501348381,11.955036688542554,11.525512776613798
358,574,1045,White,Female,Less than high school,High school,Some college,11.12633501348381,10.785913823707993,10.883135061904882
358,574,1047,White,Female,Less than high school,High school,High school,11.12633501348381,10.785913823707993,11.790927624565027
358,575,1049,White,Male,Less than high school,Less than high school,High school,11.12633501348381,11.285943199562439,11.484076429067343
359,576,1052,White,Female,Less than high school,Less than high school,High school,11.281173883643984,11.144362479653351,10.865851279540083
359,577,1054,White,Male,Less than high school,Some college,College,11.281173883643984,11.579987884559927,11.172256396619812
359,577,1056,White,Female,Less than high school,Some college,High school,11.281173883643984,11.579987884559927,10.985444314044454
359,578,1057,White,Female,Less than high school,High school,College,11.281173883643984,11.434321534187252,11.84148054305392
359,578,1058,White,Male,Less than high school,High school,College,11.281173883643984,11.434321534187252,11.030688550964761
359,578,1059,White,Female,Less than high school,High school,Less than high school,11.281173883643984,11.434321534187252,11.360167875125567
359,579,1060,White,Male,Less than high school,High school,Some college,11.281173883643984,11.955036688542554,11.854003349872121
359,579,1061,White,Female,Less than high school,High school,College,11.281173883643984,11.955036688542554,11.044248710263615
359,579,1062,White,Male,Less than high school,High school,Some college,11.281173883643984,11.955036688542554,11.525512776613798
359,581,1066,White,Female,Less than high school,High school,High school,11.281173883643984,10.785913823707993,10.636467891832671
359,582,1068,White,Female,Less than high school,Less than high school,College,11.281173883643984,11.285943199562439,11.820793176470215
359,582,1070,White,Male,Less than high school,Less than high school,Some college,11.281173883643984,11.285943199562439,11.467755031423694
360,583,1071,White,Male,College,Some college,Some college,12.198761182743155,10.989795054592575,10.438914845217296
360,583,1072,White,Male,College,Some college,High school,12.198761182743155,10.989795054592575,9.297373444588764
360,583,1073,White,Female,College,Some college,Some college,12.198761182743155,10.989795054592575,9.70167662250909
361,584,1076,White,Female,College,Some college,Some college,12.224951203004709,10.989795054592575,9.70167662250909
362,585,1077,White,Female,Less than high school,High school,High school,11.278087560186789,10.958998260860996,10.166491083982661
363,587,1079,White,Female,High school,High school,Some college,11.905974576576323,11.765357341859968,10.756360712962863
365,590,1083,White,Male,College,College,Some college,12.012507122988563,11.788335651840674,11.70792504545551
366,593,1088,White,Male,College,Some college,High school,11.86446168701192,11.299841502396452,11.517847479460217
367,594,1091,White,Female,Some college,Some college,College,12.167360757428229,12.321262823945554,12.123372233692685
368,596,1093,White,Male,Less than high school,Some college,College,12.08156019586434,12.321262823945554,10.822258908746987
368,596,1094,White,Female,Less than high school,Some college,College,12.08156019586434,12.321262823945554,12.123372233692685
370,599,1097,Black,Male,Less than high school,High school,Less than high school,10.652345988154668,11.020133842224874,9.620930580663714
371,601,1100,White,Male,High school,High school,Some college,10.26059749461692,11.375321525604543,10.621210309779668
371,601,1102,White,Female,High school,High school,Less than high school,10.26059749461692,11.375321525604543,11.349487320187363
372,602,1103,White,Female,Less than high school,Less than high school,Less than high school,9.602910087631374,10.829049891761919,10.130039032210075
373,604,1107,White,Male,College,College,College,11.894251710135208,11.73532833117109,11.580004778602934
373,604,1108,White,Male,College,College,College,11.894251710135208,11.73532833117109,10.04061769289258
373,606,1111,White,Male,College,College,College,11.894251710135208,11.752770915948433,11.69693945446827
374,607,1114,White,Male,Some college,College,College,11.957876959605944,11.73532833117109,10.04061769289258
374,608,1115,White,Male,Some college,College,College,11.957876959605944,11.633467360254274,11.074727484822372
374,609,1117,White,Male,Some college,College,College,11.957876959605944,11.752770915948433,11.69693945446827
377,612,1120,White,Female,High school,High school,College,12.212991366989092,11.992112674336221,12.227339023592053
377,614,1122,White,Male,High school,High school,High school,12.212991366989092,11.302398499015458,11.543778284723254
378,616,1127,White,Female,High school,High school,College,12.334194117043117,11.992112674336221,12.227339023592053
378,617,1128,White,Female,High school,High school,High school,12.334194117043117,11.13534673463424,10.039820075544167
378,618,1129,White,Male,High school,High school,High school,12.334194117043117,11.302398499015458,11.543778284723254
378,618,1131,White,Male,High school,High school,High school,12.334194117043117,11.302398499015458,11.357145339683484
378,619,1132,White,Male,High school,Less than high school,Some college,12.334194117043117,11.143831767915598,11.710531663446213
379,620,1134,White,Female,Less than high school,College,High school,11.665948542684466,11.715669524009476,11.499139994931168
380,621,1135,White,Female,High school,College,High school,11.639916278034601,11.715669524009476,11.499139994931168
381,622,1136,White,Male,Less than high school,High school,Some college,11.439105043129024,11.212049864311409,11.824136791612126
382,623,1139,White,Female,Less than high school,High school,High school,11.47412942355979,11.212049864311409,12.360846205076918
383,624,1141,Black,Male,High school,College,High school,11.059909902953835,11.001868364000826,11.961922794058724
383,626,1146,Black,Male,High school,High school,Some college,11.059909902953835,11.08056689021821,11.52027761143984
383,627,1147,Black,Male,High school,Some college,Some college,11.059909902953835,11.050530361130585,10.64702396832894
384,628,1148,Black,Female,Less than high school,College,Some college,11.025005848121607,11.001868364000826,10.89869729578413
384,628,1149,Black,Male,Less than high school,College,High school,11.025005848121607,11.001868364000826,11.961922794058724
384,629,1150,Black,Female,Less than high school,Some college,College,11.025005848121607,11.614595606874653,12.628200913920647
384,630,1153,Black,Male,Less than high school,High school,High school,11.025005848121607,11.08056689021821,11.874649746941675
386,633,1157,Black,Female,Less than high school,Some college,High school,10.878493430475501,10.48658942247656,11.288390199461046
387,634,1159,White,Female,Less than high school,High school,Some college,11.114124440837383,11.274293605895883,11.18433480996495
388,635,1160,White,Female,Less than high school,High school,Some college,11.132417021719867,11.274293605895883,11.25120085039078
388,635,1161,White,Female,Less than high school,High school,Some college,11.132417021719867,11.274293605895883,11.18433480996495
389,636,1162,White,Female,High school,College,College,11.66472511583706,11.860215965129775,12.196720625206561
389,637,1164,White,Female,High school,Some college,Some college,11.66472511583706,11.733071582704932,11.664236914086322
390,638,1165,Black,Male,Less than high school,Some college,Some college,10.698627870020879,10.920464254198231,11.589983041370065
390,638,1167,Black,Male,Less than high school,Some college,Some college,10.698627870020879,10.920464254198231,11.217175916154194
390,639,1168,Black,Female,Less than high school,Less than high school,High school,10.698627870020879,10.117835309921997,10.445624961787283
390,639,1169,Black,Male,Less than high school,Less than high school,Some college,10.698627870020879,10.117835309921997,11.071669733511207
394,643,1173,Black,Male,Some college,Some college,Less than high school,11.628939292061903,10.75986923579876,8.517193191416238
394,644,1176,Black,Male,Some college,College,College,11.628939292061903,11.84291948139277,11.797795049989526
394,644,1177,Black,Female,Some college,College,College,11.628939292061903,11.84291948139277,11.29714965676439
395,645,1179,Black,Male,High school,Some college,Less than high school,11.338688146461335,10.75986923579876,8.517193191416238
395,646,1181,Black,Male,High school,College,College,11.338688146461335,11.84291948139277,11.824489854829427
395,646,1182,Black,Male,High school,College,College,11.338688146461335,11.84291948139277,11.797795049989526
395,646,1184,Black,Female,High school,College,Some college,11.338688146461335,11.84291948139277,11.326474202206558
396,647,1185,White,Female,High school,College,College,11.30705094816316,11.468801423162336,11.78240854615977
396,647,1186,White,Male,High school,College,Some college,11.30705094816316,11.468801423162336,10.925780943369347
396,647,1187,White,Male,High school,College,College,11.30705094816316,11.468801423162336,11.096311213960401
397,648,1189,White,Male,High school,College,Some college,11.502477291025544,11.468801423162336,10.925780943369347
398,649,1191,White,Female,High school,High school,Some college,11.388601849753694,11.441926016142324,11.36460007086774
399,650,1194,White,Female,Less than high school,High school,Some college,11.494229209010756,11.441926016142324,10.98699493381618
400,651,1195,White,Female,High school,Some college,College,11.660261325184374,11.756726473260393,11.913271550041442
401,652,1197,White,Female,High school,High school,Some college,11.343837660081569,10.657311804874041,11.540991960522613
402,653,1198,White,Female,Less than high school,High school,College,11.155989866440807,11.468145919997982,11.144321485974011
404,655,1200,White,Female,High school,High school,College,11.11330974261568,11.472005608158087,11.788589961986393
404,656,1201,White,Female,High school,High school,Some college,11.11330974261568,11.76481529129746,11.970223742184045
405,657,1203,White,Male,Less than high school,High school,Some college,10.97177932518364,11.134665442023707,12.066669167104832
406,658,1204,White,Male,Less than high school,High school,Some college,11.102710462001719,11.134665442023707,12.066669167104832
408,660,1206,White,Male,High school,College,College,11.380185579722536,12.332837827204562,10.323481070362156
411,663,1209,White,Male,Less than high school,College,College,11.340686735435009,12.153008662451803,12.266048359078813
412,664,1213,White,Female,Less than high school,High school,Some college,12.053508647909398,11.270288062925118,12.268535319971758
413,665,1215,White,Male,Some college,High school,College,12.053508647909398,11.270288062925118,11.310065364199257
413,665,1216,White,Female,Some college,High school,Less than high school,12.053508647909398,11.270288062925118,10.43790594856283
